adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,[],,175331,tt0470702,en,Brudermord,"Two young Kurdish refugees, recently arrived in Germany struggle to make their way through the harshness of the occidental city. Their encounter with a gang of Turks will rapidly led them into an inevitable tragical spiral filled with death and revenge.",0.483721,/6hiLCIBk4TeuMX1mm5KqmTM9V8Z.jpg,"[{'name': 'Backup Films', 'id': 5381}, {'name': 'Tarantula', 'id': 8471}, {'name': 'Film Fund Luxembourg', 'id': 11776}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2005-07-31,0.0,90.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ku', 'name': ''}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,,Fratricide,False,6.0,3.0
False,"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/993pCCMO9g9RQUtNDxQgE1B330H.jpg', 'backdrop_path': '/huyrvVKEKa9czUY89fnvaAVAtkX.jpg'}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",http://www.wallaceandgromit.com/films/a-grand-day-out,530,tt0104361,en,A Grand Day Out,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.",7.617298,/jgQU84QuFQ4yofDmGYzOsXLEQj9.jpg,"[{'name': 'Aardman Animations', 'id': 297}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1990-05-18,0.0,23.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Grand Day Out,False,7.4,199.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,40844,tt0094897,en,Comic Book Confidential,"In the 20th century, no artistic medium in North America with so much potential for creative expression has had a more turbulent history plagued with less respect than comic books. Through animated montages, readings and interviews, this film guides us through the history of the medium from the late 1930s and 1940s with the first explosion of popularity with the superheroes created by great talents like Jack Kirby and hitting its first artistic zenith with Will Eisner's ""Spirit"". It then shifts to the post war comics world with the rising popularity of crime and horror comics, especially those published by EC Comics under the editorshiop of William B. Gaines until it came crashing down the rise of censorship with the imposition of the Comics Code. In its wake of the devastation of the medium's creative freedom, we also explore EC's defiant survival with the creation of the singular ""Mad Magazine"" by Harvey Kurtzman.",1.687838,/1hMe2nNxk0uKfu9E1PNJzUmUwn1.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-01-01,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Comic Book Confidential,False,6.8,6.0
False,,250000,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,9960,tt0057261,en,Lord of the Flies,"Amidst a nuclear war, a plane carrying a group of schoolboys crash lands on a deserted island. With no adult survivors, the boys are forced to fend for themselves. At first they cooperate, but when the they split into two separate camps -- one led by the pragmatic Ralph and the other by militaristic Jack -- their society falls into disarray, leading to a disturbing examination of human nature and a chilling conclusion.",7.597775,/pTWtPWLKHzBsaDaGkePIQf4AW7e.jpg,"[{'name': 'Two Arts Ltd.', 'id': 41956}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1963-08-13,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Evil is inherent in the human mind, whatever innocence may cloak it...",Lord of the Flies,False,6.6,164.0
False,,6000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,1725,tt0055614,en,West Side Story,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",8.389903,/2apEtTvPUFHW2MDEfEhmJldrhcb.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Seven Arts', 'id': 8268}, {'name': 'Mirisch Pictures', 'id': 90571}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1961-10-18,43656822.0,152.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The screen achieves one of the great entertainments in the history of motion pictures,West Side Story,False,7.0,399.0
False,,0,"[{'id': 10769, 'name': 'Foreign'}, {'id': 18, 'name': 'Drama'}]",,91552,tt2024396,es,El año del tigre,A prison inmate escapes from his wrecked penitentiary during Chile's February 2010 earthquake.,0.129056,/tUqV1nqz6Rl0Fmrl46xkEAgzsvi.jpg,"[{'name': 'Fábula', 'id': 21546}]","[{'iso_3166_1': 'CL', 'name': 'Chile'}]",2011-07-31,0.0,82.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Year of the Tiger,False,5.0,1.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,45004,tt0078012,it,I Nuovi Mostri,"15 years after the monumental ""I mostri"" which was a great example of Italian sketch comedy, 3 of the greatest Italian directors ever (Risi, Monicelli, Scola) the best Italian writers ever (Age, Scarpelli) the best Italian actors ever (Tognazzi, Gassmann, Sordi) one of the most beautiful woman in the world (Ornella Muti) participate to this great tribute.",1.74251,/8No6BUIBBy6tGIYKqLQLcOZwiHN.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1977-12-15,0.0,115.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The New Monsters,False,6.6,21.0
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://haveatwonightstand.com/,286554,tt2140619,en,Two Night Stand,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",6.788822,/787egmKPQvpL7GiUze7AlkoQB1B.jpg,"[{'name': 'Demarest Films', 'id': 13241}, {'name': 'Flynn Picture Company', 'id': 34081}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-09-26,18612.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Before love. After sex.,Two Night Stand,False,6.3,690.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,67899,tt0147599,en,Thick as Thieves,"Two master thieves go at odds with one another as one sets the other up for a crime. The first, a suave pro who does his job and then hides in his own privacy, listening to old jazz records and caring for his ailing dog, Wally. The other is a local gangster with a taste for the finer life, who decides to eliminate the competition. This ignites a war between the two men and their aides. An angry mob boss and a female police officer try to sort the mess before things get too out of hand.",1.245812,/yMF9FTqUtZTbfnQl13xtR1SBV49.jpg,[],[],1999-04-09,0.0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Thick as Thieves,False,5.3,12.0
False,"{'id': 212279, 'name': 'Piranha Collection', 'poster_path': '/qeD70C1YD7Kbn4SMfRyvgInKQli.jpg', 'backdrop_path': None}",660000,"[{'id': 27, 'name': 'Horror'}]",,24831,tt0078087,en,Piranha,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",16.038604,/eLQmgjJqt2e98wRDqIb1tn3Z8me.jpg,"[{'name': 'New World Pictures', 'id': 1950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-08-03,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A hideous death lurked unseen in the river...,Piranha,False,5.7,120.0
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 16, 'name': 'Animation'}]",,214948,tt0055227,en,New York Lightboard Record,"New Yorkers watch as Norman McLaren's animated promotional film for Canadian tourism plays on the giant pixelboard overlooking Times Square. The caption below the board reads: ""Canada... Wonderful World At Your Doorstep"". McLaren himself is a member of the crowd.",0.001679,/9i4Vt4oPNKeE5b9XRfiJdBn9xos.jpg,"[{'name': 'National Film Board of Canada', 'id': 10473}]",[],1961-01-01,0.0,9.0,[],Released,,New York Lightboard Record,False,0.0,0.0
False,"{'id': 207632, 'name': 'The ABCs of Death Collection', 'poster_path': '/fzrKAtcg75Je7N0NereOdKePHDM.jpg', 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}]",http://drafthousefilms.com/,248781,tt5647758,en,ABCs of Death 2.5,"An anthology of 26 fan entries submitted for inclusion in ABCs of Death 2, each offering various takes on the letter ""M""",1.857453,/mmtQE4p3fZGnQFOEZ1x9tEM4hL8.jpg,"[{'name': 'Drafthouse Films', 'id': 10485}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-02,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,ABCs of Death 2.5,False,5.0,8.0
False,,35000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/the-country-bears,18357,tt0276033,en,The Country Bears,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",7.007574,/h6mm3z7Wf4y1rJGHxqjVTTHl217.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-26,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's A Bear Getting The Family Together!,The Country Bears,False,4.3,20.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,124504,tt0069547,it,Che c'entriamo noi con la rivoluzione?,"In the beginning of the 20th. century Italian actor Guido Guidi, more enthusiastic than talented, and his ensemble tour Texas. The mysterious and obviously rich Peppino Garibaldi gives them an offer, they can’t deny: For a large amount of dough they should play “Richard III.” in the Mexican town Vera Cruz.
 But Peppino is not really interested in cultural affairs: He supports “La Revolución” and “General” Carasco, who utilizes the feastful premiere of “Richard III.” to raid Vera Cruz for Comandante Zapata. But shortly after the Mexican Army shows up with some canons in tow to sort things out.
 Guidi and Padre Albino, Italian like him, succeed to flee and save Carasco accidentially from the firing squad. Whereas the latter coninues his revolutionary fight, Guidi and Albino start an odyssey through the struggling Mexico, which lets them fall one time in the hands of Carasco the other time in those of Herrera or even in the clutches of “hand-taking” bandidos.",0.622694,/j5hSKGInXjLLwlUovpSJRPyfGNx.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1972-12-18,0.0,103.0,[],Released,Never mind how they got into it ...wait 'till you see how they get out!,What Am I Doing in the Middle of the Revolution?,False,5.0,1.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,63304,tt0056045,ru,Гусарская баллада,A young girl decides to join a Husar squadron and fight against Napoleon. Dressed as a man she has a hard time adjusting to the rude Husar life styles.,1.568433,/2oGgPrrBtIGxXxplh1Hr8BYjiPa.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1962-09-07,0.0,96.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Hussar Ballad,False,5.4,9.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,16019,tt1210351,he,איים אבודים,A family with five kids in the 80s get into a crisis when twin brothers fall in love with the same girl.,1.735002,/q8oKwbz9YwbCtoUNqoESyMxJFxI.jpg,"[{'name': 'United King Films', 'id': 16}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}]",2008-07-03,0.0,101.0,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,,Lost Islands,False,5.1,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",,93142,tt0072349,it,L'uomo senza memoria,"In London, an amnesiac is abducted and beaten by a stranger who calls him a ""dirty son of a double-crosser."" When a sniper's bullet kills his attacker the man flees the country with airline tickets provided by a wife he never knew he had. Arriving home, his wife calls him a ""dirty rotten bastard"" and he is threatened by another stranger who demands that he return a million dollars in uncut heroin - or die....",0.00363,/cAjuzmO6Kawx1XrBwG8h6hqFN8M.jpg,"[{'name': 'Dania Film', 'id': 1701}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1974-08-23,0.0,92.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Man Without a Memory,False,5.9,6.0
False,,85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,9722,tt0374536,en,Bewitched,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",9.276085,/auUAybijSJ72XuTaPgh0EhvyJ13.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'Bewitched', 'id': 84893}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-06-21,131426169.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Be warned. Be ready.,Bewitched,False,4.8,463.0
False,,0,"[{'id': 36, 'name': 'History'}]",,34372,tt0132134,xx,"The Execution of Mary, Queen of Scots","A short film depicting the execution of Mary, Queen of the Scots. Mary is brought to the execution block and made to kneel down with her neck over it. The executioner lifts his axe ready to bring it down. After that frame Mary has been replaced by a dummy. The axe comes down and severs the head of the dummy from the body. The executioner picks up the head and shows it around for everyone else to see. One of the first camera tricks to be used in a movie.",0.938418,/28eVQfY7IbAp4ufSBBr0kNURfI7.jpg,"[{'name': 'Edison Manufacturing Company', 'id': 18758}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1895-08-28,0.0,1.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,"The Execution of Mary, Queen of Scots",False,6.4,17.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,126969,tt0116749,ml,കഥാപുരുഷൻ,This intimately-constructed drama traces the consequences of the tumultuous political and social changes that swept through India in the years since pre-Independence 1937.,0.071578,/zT8VxahKXLNfXzspUqLwRFlWTEG.jpg,"[{'name': 'Adoor Gopalakrishnan Productions', 'id': 86993}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1996-09-06,0.0,107.0,"[{'iso_639_1': 'ml', 'name': ''}]",Released,,Man of the Story,False,5.0,1.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",https://fieldofvision.org/gatekeeper,418787,tt5567492,en,Gatekeeper,"A retired police detective dedicates his life to preventing deaths at Japan’s suicide cliffs, providing emergency assistance and counseling even as tourists flock to the site, attracted by its notoriety as a popular suicide destination.",0.060396,/fMLxlJcs1qbMgZrlIpoyQgXYUfK.jpg,"[{'name': 'Brave River Films', 'id': 89037}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-25,0.0,39.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Gatekeeper,False,0.0,0.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,25757,tt0361462,en,Comic Book: The Movie,"A host of real-life celebrities - including Hugh Hefner, Stan Lee, and Kevin Smith - journey into the world of comic book fandom! Documentary filmmaker Donald Swan heads to the world's largest comic book convention where he encounters a culture of craziness that he's totally unprepared for.",0.590192,/sFhYzO4paLxj2XchQv8fmYTwlvy.jpg,"[{'name': 'Creative Light Entertainment', 'id': 4419}]",[],2004-01-27,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Comic Book: The Movie,False,6.0,2.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,158828,tt1388371,en,Ha-Trempist,"Incited by a disillusioned young man who has decided to flee from civilization, a group of 4 people go searching for freedom and happiness on an isolated island . When their boat goes astray and they are left without food, their animal instincts take over, bringing the film to its catastrophic end.",0.016023,/xctDqlwRd2SeIRrFe75TU6UE2Eo.jpg,"[{'name': 'Box Office Spectaculars', 'id': 4758}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}]",1972-01-01,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,Right-On!,An American Hippie in Israel,False,5.5,2.0
False,"{'id': 87631, 'name': 'The Musketeers Collection', 'poster_path': '/kaRcbucpuJzVYqiu0fLg0qKdrS8.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,12310,tt0073012,en,The Four Musketeers,The Four Musketeers defend the queen and her dressmaker from Cardinal Richelieu and Milady de Winter.,5.512439,/gEha3lxzEECCD8vOB4uTa84ZqKa.jpg,"[{'name': 'Film Trust S.A.', 'id': 1262}, {'name': 'Este Films', 'id': 1263}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'PA', 'name': 'Panama'}]",1974-10-31,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What could be better than The Three Musketeers?,The Four Musketeers,False,6.4,49.0
False,"{'id': 251937, 'name': 'A Haunted House Collection', 'poster_path': '/ycm511kfyzVVjRU70nxtAGjAPbQ.jpg', 'backdrop_path': '/5NTJZ571646mTziTOGt0jnq7uKe.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,184345,tt2828996,en,A Haunted House 2,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.",8.172603,/2c9utC3RGiw5NrqB72YIbp00uiF.jpg,"[{'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Open Road Films', 'id': 10427}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-04-17,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It'll scare the #2 out of you.,A Haunted House 2,False,5.4,352.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",http://www.moviezadda.com/movies/student-of-the-year,138122,tt2172071,en,Student of the Year,"Dean Yoginder Vashisht, retired, has fallen gravely ill. Several students from his final year at St. Theresa's College rush to his side. In flashbacks, they all recall the events that none of them have gotten over yet, including the dean, and how the ""Student of the Year"" competition shaped who they were, how they related, and what they've become.",3.550969,/yAhfRGZx7nOAZkrm90pqaAjakdH.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2012-10-19,0.0,145.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",In Production,"Student Of The Year, read, Movie, Preview",Student of the Year,False,6.2,49.0
False,,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,68812,tt1491044,en,The Iceman,"The true story of Richard Kuklinski, the notorious contract killer and family man.",13.132127,/xLurXBsrgkNMg2Im1KA4HXC56xv.jpg,"[{'name': 'Bleiberg Entertainment', 'id': 1872}, {'name': 'Millennium Films', 'id': 10254}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-09-01,1969193.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Loving husband. Devoted father. Ruthless killer.,The Iceman,False,6.4,368.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",,52996,tt0131396,en,A Fistful of Fingers,Follow the exploits of taciturn hero No Name and his stereotypical Indian side-kick Running Sore as they search for the nefarious villain The Squint.,0.720637,/zRu8nBkMiJsAnlciP90ISS4Y2x9.jpg,"[{'name': 'Blue Dolphin Film Distributors', 'id': 30064}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-11-24,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest western ever made...in Somerset,A Fistful of Fingers,False,5.9,6.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,25259,tt1166113,en,7 minutos,"¿Bastan 7 minutos para enamorarse? Los protagonistas de esta comedia coral y romántica no lo tienen claro. Pero lo van a intentar. Por eso acuden a una sesión de ""citas rápidas"", encuentros entre hombres y mujeres que quieren conocer gente, huir de la soledad y encontrar el amor.En estas veladas, cada uno tiene siete minutos para hablar con cada una, y viceversa. Luego, todos se van a casa y votan por Internet a aquellas personas que les han gustado. Si el voto es coincidente, la empresa que organiza los encuentros remite a los interesados los e-mails respectivos, y a partir de ahí, puede surgir o no una historia...",0.419191,/vdc90e07XW5EvNeURZS09eWsgw8.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2009-06-12,0.0,102.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Seven Minutes,False,4.3,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://howtofollowstrangers.com/,238593,tt2579200,en,How to Follow Strangers,"There is a true story of a woman who died in her apartment and it took people a year to find her body decomposing in a crisp Chanel suit. A young man becomes obsessed with this urban tragedy and disappears, wondering if anyone will notice. A young woman who shares his commuting schedule DOES notice. And when he resurfaces, she decides to follow him setting of a chain of events that bind them together...",0.779087,/4EhGLxZVqLYWIRBW67kbD0MJ1AB.jpg,[],[],2013-10-28,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,How to Follow Strangers,False,5.8,6.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",http://www.amonthofsundaysfilm.com.au/,358912,tt4338434,en,A Month of Sundays,"Frank Mollard, divorced but still attached, can't move on and also can't sell a house in a property boom, much less connect with his teenage son. One night Frank gets a phone call from his mother. Nothing out of the ordinary there – apart from the fact that she died the year before.",0.555331,/smsxbWirgC3556f7uknTy2xksMK.jpg,"[{'name': 'Adelaide Film Festival', 'id': 2854}, {'name': 'Madman Films', 'id': 6880}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2016-04-28,0.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Month of Sundays,False,6.0,4.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,14141,tt0787470,en,Balls Out: The Gary Houseman Story,An overenthusiastic high-school maintenance man attempts to lead an unlikely group of misfits to the Nebraska state tennis championship in Balls Out: The Gary Houseman Story? director Danny Leiner's underdog sports comedy. American Pie star Seann William Scott stars as the ambitious janitor who believes he has what it takes to coach the winning team.,3.0558,/6I3VZzPFB5Xe4rwOCwlzyTn1trq.jpg,"[{'name': 'O.N.C. Entertainment', 'id': 3396}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-13,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Small balls. Big ambition.,Balls Out: The Gary Houseman Story,False,5.4,36.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://tombstonedistribution.com/film/The-Elevator,312316,tt2195552,en,The Elevator: Three Minutes Can Change Your Life,"A disturbing psychological thriller, that engages the audience to the point that it is always caught off guard, thus changing the point of view of the two main performers.",0.938642,/39922RiMkXxRog1z3rDw5oD8kjw.jpg,"[{'name': 'Lupin Film', 'id': 41656}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2013-01-30,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Three Minutes Can Change Your Life,The Elevator: Three Minutes Can Change Your Life,False,4.8,6.0
False,"{'id': 96682, 'name': 'Zeitgeist Collection', 'poster_path': '/zegp5qMeFmJY6ImUllNKDFCNSwD.jpg', 'backdrop_path': None}",0,"[{'id': 99, 'name': 'Documentary'}]",http://www.zeitgeistmovingforward.com/,54293,tt1781069,en,Zeitgeist: Moving Forward,"Zeitgeist: Moving Forward, by director Peter Joseph, is a feature length documentary work which will present a case for a needed transition out of the current socioeconomic monetary paradigm which governs the entire world society. This subject matter will transcend the issues of cultural relativism and traditional ideology and move to relate the core, empirical ""life ground"" attributes of human and social survival, extrapolating those immutable natural laws into a new sustainable social paradigm called a ""Resource-Based Economy"".",2.68829,/bBA12oELUV5C5JtmOpvb63eLQKo.jpg,"[{'name': 'Gentle Machine Productions LLC', 'id': 39242}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-15,0.0,201.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This Shit's Got to Go!,Zeitgeist: Moving Forward,False,6.9,70.0
False,,0,[],http://www.imdb.com/title/tt0087417/,159630,tt0087417,en,Holi,"In a typical college in a typical Indian city, the hostel boys Madan Sharma (Aamir Khan) and his friend are a rowdy lot. The teaching staff suffer from the common apathy of most teachers in similar colleges. The administration has the usual problems, with ill-paid employees periodically going on strike. On the whole, the college is a very normal place. But on this particular day, when Madan and his friends rise from their slumber, some with the customary hangover, they are not so perturbed to find no water in the taps again, as when they hear that it is not going to be a holiday after all. Instead there will be a lecture in the auditorium by the Chairman of the Board (Dr. Shriram Lagoo), on the day of the festival of fire, Holi, and the boys decide not to attend the classes. The hostel superintendent Professor Singh (Naseeruddin Shah), the only lecturer with some human links with the students...",0.296788,/rS9v7M5R2GwDGs4Blm3pQqF0yTK.jpg,[],[],1985-04-08,0.0,120.0,[],Released,,Holi,False,0.0,0.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,130243,tt0030981,en,Wives Under Suspicion,"A merciless district attorney prosecutes a case that mirrors his own life. Director James Whale's 1938 drama stars Warren William, Gail Patrick, William Lundigan, Constance Moore, Cecil Cunningham, Milburn Stone, Ralph Morgan, Lillian Yarbo, Jonathan Hale, James Flavin and Samuel S. Hinds.",1.128746,/6l7Q1SMjLaxsNaqRIxEMrv46mdt.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1938-06-03,0.0,69.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wives Under Suspicion,False,0.0,0.0
